society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,property_type
malibu towers,2.0,sector 47,10698.0,18695.0,Carpet area: 2290 (212.75 sq.m.),3,4,2,study room,1.0,,10+ Year Old,"['Standard chartered ATM', 'Icici bank ATM', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Meher Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Samvit Health Care', 'Medanta', 'Vatsalya Clinic', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'India Oil', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'India', 'Nook', 'Starbucks', 'KFC', 'Madison and Pike', 'Delhi Public School Primary Section', 'Kamla International', 'Gurugram University', 'Amity Global School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","['4 Wardrobe', '6 Fan', '4 Geyser', '1 Microwave', '6 Light', '1 Chimney', '2 TV', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",
m3m the tree of life,2.0,sector 111,14551.0,13745.0,Built Up area: 1615 (150.04 sq.m.),3,3,3+,not available,5.0,,Jan 2025,"['Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Palam triangle', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', 'DGD Bamnoli', 'Kalyan Hospital Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Axis bank', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', 'Om Sweets', ""McDonald's"", 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Palam vihar railway station', 'Bijwasan railway station']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,
adani m2k oyster grande,4.0,sector 102,10000.0,40000.0,Super Built up area 4650(432 sq.m.)Built Up area: 4630 sq.ft. (430.14 sq.m.)Carpet area: 4550 sq.ft. (422.71 sq.m.),4,4,3+,not available,11.0,North-East,1 to 5 Year Old,"['WTC Plaza', 'Star Mall', 'Dwarka Expy, Dhanwapur Village', 'Prime Scholars International School', 'Euro International School, Sector 37D', 'Delhi Public School, Sector 103', 'SGT University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'DLF World Tech Park', 'Park Inn, Gurgaon']","['7 Wardrobe', '17 Light', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",
emaar gurgaon greens,1.0,sector 102,14179.0,7053.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,servant room,10.0,North-East,1 to 5 Year Old,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']",,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
m3m sierra 68,1.0,sector 68,9076.0,11018.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,not available,9.0,West,1 to 5 Year Old,"['Airia Mall', 'Sohna Road', 'Golf Course Extension Road', 'Alpine Convent School', 'KIIT College of Engineering', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club']","['2 Wardrobe', '7 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '2 AC', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
signature global city 63a,1.0,sector 63a,15263.0,6552.0,Super Built up area 1081(100.43 sq.m.),2,2,2,not available,1.0,,Oct 2024,"['Sector 54 Chowk Metro Station', 'Paras Trinity', 'Golf Course Ext Road', 'The Shriram Millennium School', 'KIIT College of Engineering', 'Park Hospital', 'Indira Gandhi International Airport', 'Bhondsi Nature Park', 'Duke Horse Riding Club', 'Capital Cyberscape', 'DoubleTree by Hilton Hotel', 'Fun N Food Water Park', 'Kingdom of Dreams']","['1 Wardrobe', '1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
m3m merlin,3.0,sector 67,14418.0,20807.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,servant room,16.0,West,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club', 'PVR Drive in Theatre']","['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '15 Light', '5 AC', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
independent,3.2,sector 24,59259.0,540.0,Plot area 60(50.17 sq.m.),14,14,3+,not available,6.0,West,1 to 5 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","['14 Bed', '14 Wardrobe', '1 Water Purifier', '1 Fridge', '14 AC', '14 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine']","['Water Storage', 'Park']",house
m3m sierra 68,1.0,sector 68,9000.0,11111.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,not available,1.0,North,1 to 5 Year Old,"['Airia Mall', 'Sohna Road', 'Golf Course Extension Road', 'Alpine Convent School', 'KIIT College of Engineering', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club']","['3 Fan', '1 Fridge', '1 Geyser', '1 Stove', '9 Light', '1 AC', '1 TV', '1 Curtains', '3 Bed', '2 Wardrobe', '1 Sofa', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
breez global hill view,0.04,sohna road,7174.0,558.0,Carpet area: 585.41 (54.39 sq.m.),2,2,1,not available,18.0,,1 to 5 Year Old,"['Huda City Centre', 'Omaxe City Centre', 'Ninex City Mart', 'Vaels Ravindra Bharathi Global School', 'Anjali nursery', 'Polaris Hospital', 'Axis Bank', 'Triangular Park', 'Flow Sports Life Badminton Club', 'Basai Dhankot Railway Station', 'Cars24', 'Radisson Hotel Gurugram', ""McDonald's"", 'Petrol Pump', 'Indian Post Office']",,"['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre']",
om apartment dayanand colony,0.02,sector 5,4373.0,457.0,Carpet area: 583 (54.16 sq.m.),1,1,1,not available,3.0,North-East,1 to 5 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Sindhu Clinic', 'Sarvodya Hospital', 'Yashroop Medical Centre', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Dr. Mittal Clinic', 'Jiya Clinic', 'Gurgaon Eye Centre', 'Prateek Nursing Home And Polyclinic', 'GH Gurgaon', 'Kr Dental Hub', 'Dr. Agya Ram Sharma Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Ashok Jain', 'Bhatnagar Maternity and Nursing Home', 'Pearl Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Hitesh Dawar', 'Kidney Clinic', 'Bhardwaj Hospital', 'Jackson Hospital', 'Taneja Hospital', 'Shree Krishna Hospital Gurgaon', 'Lalit Dental Care', 'M Goel Hospital', 'Dr. Tomar Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Kharbanda Maternity and Nursing Home', 'R K Hospital Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Wardrobe', '1 Exhaust Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking']",
tulip violet,1.0,sector 69,8883.0,11257.0,Super Built up area 1970(183.02 sq.m.),4,4,1,not available,12.0,North-West,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
independent,1.8,sector 92,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,not available,13.0,,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,house
emaar mgf emerald floors premier,2.0,sector 65,14683.0,13621.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,"study room,servant room",4.0,North-East,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","['8 Fan', '1 Exhaust Fan', '5 Geyser', '13 Light', '5 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '4 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
valley view estate,1.0,gwal pahari,7489.0,13353.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,not available,10.0,North-East,5 to 10 Year Old,"['HANUMAN MANDIR', 'SHIV MANDIR BALIYAWAS', 'Indusind bank ATM', 'Parivar Clinic', 'Janki Max Hospital', 'Arunodaya Deseret Eye Hospital', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'CHINESE CORNER', 'GOVERNMENT SCHOOL', 'Regional Skill Development Centre', 'Suncity School', 'Ansal Institute of Technology', 'Sushant College of Arts & Architecture']",[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM']",
emaar palm gardens,1.0,sector 83,8139.0,12287.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,"servant room,study room,pooja room,store room",2.0,North-West,1 to 5 Year Old,"[""V'Lante Mall"", 'NH 48 Gurugram', 'iGrow Montessori Play School', 'Matrikiran High School', 'Badsa AMS Hospital', 'GlobalHealthcare Multispeciality', 'Indira Gandhi International Airport', 'Patli Railway Station', 'Hyatt Regency', 'Nakhrola Stadium', 'Cricket Academy']","['5 Wardrobe', '7 Fan', '1 Exhaust Fan', '3 Geyser', '8 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
signature global superbia,0.04,sector 95,6728.0,595.0,Carpet area: 594.52 (55.23 sq.m.),2,2,3,not available,2.0,,Apr 2026,"['Huda Metro Station', 'V3S Sapphire Ninety Mall', 'Pataudi Road', 'NH 352W', 'RPS International School', 'SGT University', 'ESIC Hospital', 'Indira Gandhi Intl Airport', 'Farrukh Nagar Railway Station']",[],,
dlf the crest,1.0,sector 54,35483.0,2818.0,Carpet area: 3100 (288 sq.m.),4,5,3+,"pooja room,study room,servant room",7.0,North-East,1 to 5 Year Old,"['Sector 53-54 Metro Station', 'Ardee Mall', 'Golf Course Road', 'NH 148A', 'Sushant University', 'Shiv Nadar School', ""Lingaya's Lalita Devi Institute"", 'Paras Hospitals, Gurgaon', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'ASF Insignia SEZ', 'DoubleTree by Hilton Hotel', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","['2 Wardrobe', '1 Microwave', '2 Light', '2 AC', '1 Chimney', '2 TV', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
vipul tatvam villa,7.65,sector 48,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,"study room,others,servant room",2.0,North-East,5 to 10 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",house
independent,3.5,sector 38,24306.0,1440.0,Carpet area: 160 (133.78 sq.m.),3,3,2,not available,1.0,East,1 to 5 Year Old,,,,house
signature the roselia,0.04,sector 95,6194.0,646.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),2,2,2,study room,12.0,North,0 to 1 Year Old,"['Newtown Square Mall', 'Pataudi Road', 'Dwarka Expressway', 'NH-48', 'Yaduvanshi Shiksha Niketan', 'Gurugram University Sector 87', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'National Tennis Academy', 'CNG Petrol Pump']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Stove', '4 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
chd avenue,1.0,sector 71,6734.0,14850.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,not available,3.0,North,1 to 5 Year Old,"['Huda City Centre', 'Apna Mart', 'Rajiv Chowk', 'Sohna Road', 'IFFCO Chowk', 'Medanta Hospital', 'Max Hospital, Gurugram', 'IGI Airport', 'HDFC Bank', 'Candor Park', 'Marriott Courtyard', 'Radisson Suites', 'Park Plaza', 'Flipkart Warehouse', 'Sadar Police Station']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '4 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Visitor Parking'],
